"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",11,0.571,21381.1,476.8,58389.3,5983.9,4,7,6113.7,15267.4,1907.2,3337.6,1528.42,2181.06,24.64,24.64,309.6,541.8,44.11,69.71,0.312,0.219,476.8,476.8,"congruent",1,"congruent_largeR",1,23.256,"m","m",1,1.865,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",12,0.5,16800,443.68,61706.7,6573.3,6,3,5460.5,11339.5,1310.6,2006.8,910.08,3779.83,16.68,29.18,314.3,275.1,41.69,60.08,0.24,0.177,218.43,668.93,"incongruent",2,"incongruent_largeL",0,25.658,"z","z",1,1.554,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",13,0.778,103180.9,1297.82,82471.9,8616.6,9,7,57403.5,45777.4,11680.4,9084.8,6378.17,6539.63,40.65,40.65,1149.4,893.9,135.17,120.71,0.203,0.198,1297.82,1297.83,"congruent",1,"congruent_largeL",0,27.562,"z","z",1,1.033,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",14,0.833,34471.2,631.89,89101.9,9538.8,5,6,27444.1,7027.1,4763.5,1866.5,5488.82,1171.18,34.83,19.9,547.1,375.1,93.47,47.29,0.174,0.266,952.7,311.08,"incongruent",2,"incongruent_largeR",1,29.548,"m","z",0,1.423,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",15,0.615,18191.8,237.88,93814.3,10645.9,13,8,7985.5,10206.3,2356.2,2356.2,614.27,1275.79,15.19,19.36,620.4,486.7,50.42,57,0.295,0.231,181.25,294.52,"equated",3,"equated_largeL",0,31.31,"z","z",1,0.897,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",16,0.778,191298,2109.2,127561.6,13250.7,9,7,111696.4,79601.6,18982.9,14764.4,12410.71,11371.66,51.82,51.82,1465.2,1139.6,188.56,159.18,0.17,0.185,2109.21,2109.2,"congruent",1,"congruent_largeL",0,32.959,"z","z",1,1.117,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",17,0.75,47905.3,1859.38,140577.2,14320.7,3,4,21522.3,26383,5578.1,7437.5,7174.1,6595.75,48.66,48.66,458.6,611.4,82.77,91.64,0.259,0.282,1859.37,1859.38,"congruent",1,"congruent_largeR",1,35.041,"m","m",1,1.566,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",18,0.5,76210.9,2061.73,159132.8,15769.4,6,3,56930.8,19280.1,12370.4,6185.2,9488.47,6426.7,51.24,51.24,965.8,482.9,134.62,78.34,0.217,0.321,2061.73,2061.73,"congruent",1,"congruent_largeL",0,38.663,"z","z",1,3.129,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",19,0.6,71956.6,927.16,173967.3,17496.4,10,6,52602.2,19354.4,9271.6,5562.9,5260.22,3225.73,34.36,34.36,1079.4,647.6,129.4,78.49,0.176,0.287,927.16,927.15,"congruent",1,"congruent_largeL",0,41.563,"z","z",1,2.335,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",20,0.667,22641.6,1134.59,179064.2,18040.9,3,2,6328.5,16313.1,1675.7,3421.2,2109.5,8156.55,26.67,46.67,251.3,293.2,44.88,72.06,0.265,0.21,558.57,1710.6,"incongruent",2,"incongruent_largeL",0,43.263,"z","z",1,1.088,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",21,0.75,76109,1519.26,198791.1,19834.5,6,8,48358.2,27750.8,13743.4,5983.5,8059.7,3468.85,54,30.86,1018,775.6,124.07,93.99,0.284,0.216,2290.57,747.94,"incongruent",2,"incongruent_largeR",1,46.105,"m","m",1,1.969,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",22,0.6,26028,484.16,205554.5,20956.5,10,6,12374.1,13653.9,2383.6,4379.8,1237.41,2275.65,17.42,30.49,547.3,574.7,62.76,65.93,0.193,0.321,238.36,729.97,"incongruent",2,"incongruent_largeL",0,47.953,"z","z",1,1.083,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",23,0.8,29364.5,584.92,5264.3,771.6,4,5,13295.3,16069.2,2339.7,2924.6,3323.82,3213.84,27.29,27.29,342.9,428.7,65.05,71.52,0.176,0.182,584.92,584.92,"congruent",1,"congruent_largeR",1,49.626,"m","z",0,1.018,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",24,0.5,62853.9,1479.6,18580.7,1998.8,3,6,24955.6,37898.3,4438.8,8877.6,8318.53,6316.38,43.4,43.4,409.1,818.1,89.13,109.83,0.178,0.234,1479.6,1479.6,"congruent",1,"congruent_largeR",1,51.574,"m","m",1,1.094,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",25,0.6,69059.3,1173.19,34969.3,3745.2,10,6,29535.4,39523.9,5775.7,10612.9,2953.54,6587.32,27.12,47.46,851.9,894.5,96.96,112.16,0.196,0.269,577.57,1768.82,"incongruent",2,"incongruent_largeL",0,54.006,"z","z",1,1.654,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",26,0.5,111170.3,2107.1,66575.7,6186,5,10,40118,71052.3,10535.5,21070.9,8023.6,7105.23,51.8,51.8,813.6,1627.2,113,150.39,0.263,0.297,2107.1,2107.09,"congruent",1,"congruent_largeR",1,55.866,"m","m",1,1.404,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",27,0.6,81136.4,1419.58,86406.1,8107.1,6,10,44113.8,37022.6,12841.7,6988.7,7352.3,3702.26,52.2,29.83,984,937.1,118.5,108.56,0.291,0.189,2140.28,698.87,"incongruent",2,"incongruent_largeR",1,57.92,"m","m",1,1.279,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",28,0.833,26415.7,507.54,91731.3,8933.6,5,6,21858.1,4557.6,3826,1499.2,4371.62,759.6,31.21,17.84,490.3,336.2,83.41,38.09,0.175,0.329,765.2,249.87,"incongruent",2,"incongruent_largeR",1,59.6,"m","m",1,1.172,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",29,0.5,48328.7,2014.87,103820.5,9888.3,2,4,19128.1,29200.6,4029.7,8059.5,9564.05,7300.15,50.65,50.65,318.2,636.5,78.03,96.41,0.211,0.276,2014.85,2014.88,"congruent",1,"congruent_largeR",1,62.044,"m","m",1,1.575,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",30,0.6,19677.5,314.16,108532.9,10853.9,10,6,9107.7,10569.8,2356.2,2356.2,910.77,1761.63,17.32,22.36,544.1,421.5,53.84,58,0.259,0.223,235.62,392.7,"equated",3,"equated_largeL",0,64.812,"z","z",1,2.152,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",31,0.75,160492.4,1962.63,149748.2,14151.8,12,9,97951,62541.4,23551.6,17663.7,8162.58,6949.04,49.99,49.99,1884.5,1413.4,176.58,141.09,0.24,0.282,1962.63,1962.63,"congruent",1,"congruent_largeL",0,66.241,"z","z",1,0.778,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",32,0.6,25691.1,978.34,156581.5,14949.2,3,5,16940.4,8750.7,4425.1,2408.2,5646.8,1750.14,43.34,24.76,408.4,389,73.43,52.78,0.261,0.275,1475.03,481.64,"incongruent",2,"incongruent_largeR",1,68.535,"m","m",1,1.551,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",33,0.6,81159.9,2346.94,175357,16323.1,3,5,24244.2,56915.7,7040.8,11734.7,8081.4,11383.14,54.66,54.66,515.2,858.7,87.85,134.6,0.29,0.206,2346.93,2346.94,"congruent",1,"congruent_largeR",1,70.282,"m","m",1,1.218,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",34,0.833,89960.1,1688.78,193933.6,17925.6,5,6,36601.5,53358.6,8443.9,10132.7,7320.3,8893.1,46.37,46.37,728.4,874.1,107.94,130.32,0.231,0.19,1688.78,1688.78,"congruent",1,"congruent_largeR",1,71.971,"m","z",0,1.15,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",35,0.75,25091.9,754.54,199215.4,18607.2,4,3,16270.4,8821.5,3018.2,2263.6,4067.6,2940.5,31,31,389.5,292.1,71.97,52.99,0.186,0.257,754.55,754.53,"congruent",1,"congruent_largeL",0,73.751,"z","z",1,1.145,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",36,0.615,157190.7,1857.05,238213.5,21815.2,13,8,91912,65278.7,24141.7,14856.4,7070.15,8159.84,48.63,48.63,1985.9,1222.1,171.05,144.15,0.263,0.228,1857.05,1857.05,"congruent",1,"congruent_largeL",0,75.656,"z","z",1,1.162,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",37,0.667,78148.8,1554.86,253762.1,23213,4,6,30823.6,47325.2,6219.4,9329.2,7705.9,7887.53,44.49,44.49,559.1,838.7,99.05,122.74,0.202,0.197,1554.85,1554.87,"congruent",1,"congruent_largeR",1,79.192,"m","m",1,2.734,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",38,0.714,69242.9,1710.5,274288.1,24972.4,5,7,25727,43515.9,8552.5,11973.5,5145.4,6216.56,46.67,46.67,733.1,1026.3,90.49,117.69,0.332,0.275,1710.5,1710.5,"congruent",1,"congruent_largeR",1,80.514,"m","m",1,0.729,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",39,0.6,21551.4,628.32,4712.4,682.8,5,3,10237.3,11314.1,2356.2,2356.2,2047.46,3771.37,24.49,31.62,384.8,298,57.08,60.01,0.23,0.208,471.24,785.4,"equated",3,"equated_largeL",0,82.306,"z","z",1,1.227,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",40,0.5,22582.1,589.05,9424.8,1402.3,6,3,10429.8,12152.3,2356.2,2356.2,1738.3,4050.77,22.36,31.62,421.5,298,57.62,62.19,0.226,0.194,392.7,785.4,"equated",3,"equated_largeL",0,83.953,"z","z",1,0.986,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",41,0.667,94003.7,945.31,28331,3582.1,8,12,42714.3,51289.4,7562.5,11343.7,5339.29,4274.12,34.69,34.69,871.9,1307.9,116.6,127.77,0.177,0.221,945.31,945.31,"congruent",1,"congruent_largeR",1,85.408,"m","m",1,1.054,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",42,0.667,70067.1,1757.88,44124.9,4937.8,6,4,29894.2,40172.9,5192.5,10601.4,4982.37,10043.23,33.19,58.09,625.7,730,97.55,113.08,0.174,0.264,865.42,2650.35,"incongruent",2,"incongruent_largeL",0,87.817,"z","z",1,1.715,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",43,0.714,98277,2342.2,69853,6833.7,5,7,58041.7,40235.3,17656.5,8071.6,11608.34,5747.9,67.05,38.32,1053.3,842.6,135.92,113.17,0.304,0.201,3531.3,1153.09,"incongruent",2,"incongruent_largeR",1,91.309,"m","m",1,2.688,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",44,0.714,63420.9,1013.48,80985.7,8080.9,5,7,42604.3,20816.6,7640.1,3492.6,8520.86,2973.8,44.11,25.2,692.9,554.3,116.45,81.4,0.179,0.168,1528.02,498.94,"incongruent",2,"incongruent_largeR",1,94.151,"m","m",1,1.976,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",45,0.5,169419.5,2734.74,121880.6,11007.5,6,12,103083.9,66335.6,24738.9,16156,17180.65,5527.97,72.46,41.4,1365.7,1560.9,181.14,145.31,0.24,0.244,4123.15,1346.33,"incongruent",2,"incongruent_largeR",1,96.387,"m","m",1,1.435,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",46,0.6,46884,664.05,131156.9,12321.5,10,6,12535.3,34348.7,3269.2,6007.1,1253.53,5724.78,20.4,35.7,641,673,63.17,104.56,0.261,0.175,326.92,1001.18,"incongruent",2,"incongruent_largeL",0,98.612,"z","z",1,1.397,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",47,0.667,24671.7,327.25,135869.3,13259.2,9,6,13661.8,11009.9,2356.2,2356.2,1517.98,1834.98,18.26,22.36,516.2,421.5,65.94,59.2,0.172,0.214,261.8,392.7,"equated",3,"equated_largeL",0,99.763,"z","z",1,0.567,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",48,0.714,69677,1349.72,152065.9,14822,5,7,25414.8,44262.2,6748.6,9448,5082.96,6323.17,41.45,41.45,651.2,911.6,89.94,118.7,0.266,0.213,1349.72,1349.71,"congruent",1,"congruent_largeR",1,101.416,"m","m",1,1.017,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",49,0.75,18691.9,687.22,156778.3,15464.1,4,3,9567.6,9124.3,2356.2,2356.2,2391.9,3041.43,27.39,31.62,344.1,298,55.19,53.89,0.246,0.258,589.05,785.4,"equated",3,"equated_largeL",0,102.762,"z","m",0,0.771,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",50,0.727,49599.7,561.74,167451.4,17060.4,11,8,23868.2,25731.5,6179.2,4493.9,2169.84,3216.44,26.74,26.74,924.2,672.1,87.16,90.5,0.259,0.175,561.75,561.74,"congruent",1,"congruent_largeL",0,106.334,"z","z",1,3.146,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",51,0.714,33468,824.45,176507.7,18185.2,7,5,14342.9,19125.1,2841.2,6215.1,2048.99,3825.02,22.73,39.78,499.9,624.9,67.57,78.02,0.198,0.325,405.89,1243.02,"incongruent",2,"incongruent_largeL",0,107.837,"z","z",1,1.051,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",52,0.75,97326.1,1343.85,195321.6,20004.5,6,8,38600.1,58726,8063.1,10750.8,6433.35,7340.75,41.36,41.36,779.7,1039.6,110.85,136.72,0.209,0.183,1343.85,1343.85,"congruent",1,"congruent_largeR",1,109.385,"m","m",1,0.801,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",53,0.571,42031.5,807.82,204207.7,21112.8,4,7,9807.4,32224.1,3231.3,5654.8,2451.85,4603.44,32.07,32.07,403,705.3,55.87,101.28,0.329,0.175,807.82,807.83,"congruent",1,"congruent_largeR",1,111.72,"m","m",1,1.865,"TESTSITE1_MNtest05_R_TESTsim0005","local"
"MNtest05",9,8,2022,4,49,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",54,0.714,22785.5,403.92,208920.1,21952.9,5,7,12108.9,10676.6,2356.2,2356.2,2421.78,1525.23,24.49,20.7,384.8,455.3,62.08,58.3,0.195,0.221,471.24,336.6,"equated",3,"equated_largeR",1,113.996,"m","m",1,1.391,"TESTSITE1_MNtest05_R_TESTsim0005","local"
