"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",13,0.778,117196.3,1395.66,116883.1,11824.9,9,7,32160.2,85036.1,6183.9,14729.6,3573.36,12148.01,29.58,51.76,836.3,1138.3,101.18,164.52,0.192,0.173,687.1,2104.23,"incongruent",2,"incongruent_largeL",0,25.865,"z","z",1,0.793,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",14,0.5,21526,294.52,121595.5,12842.5,6,12,7709.1,13816.9,2356.2,2356.2,1284.85,1151.41,22.36,15.81,421.5,596.1,49.54,66.32,0.306,0.171,392.7,196.35,"equated",3,"equated_largeR",1,28.82,"m","m",1,2.369,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",15,0.714,28478.3,593.18,128713.7,13878.6,5,7,10492.8,17985.5,2965.9,4152.3,2098.56,2569.36,27.48,27.48,431.7,604.4,57.79,75.66,0.283,0.231,593.18,593.19,"congruent",1,"congruent_largeR",1,30.805,"m","m",1,1.271,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",16,0.5,77995,1908.5,145890.2,15272.4,6,3,49966.3,28028.7,11451,5725.5,8327.72,9342.9,49.29,49.29,929.2,464.6,126.11,94.46,0.229,0.204,1908.5,1908.5,"congruent",1,"congruent_largeL",0,32.6,"z","z",1,1.03,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",17,0.5,45979.7,1681.3,155978,16144.5,2,4,17203.2,28776.5,3362.6,6725.2,8601.6,7194.12,46.27,46.27,290.7,581.4,74,95.71,0.195,0.234,1681.3,1681.3,"congruent",1,"congruent_largeR",1,35.335,"m","m",1,1.876,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",18,0.8,15232,530.14,160690.4,16873.4,5,4,7234.4,7997.6,2356.2,2356.2,1446.88,1999.4,24.49,27.39,384.8,344.1,47.99,50.46,0.326,0.295,471.24,589.05,"equated",3,"equated_largeL",0,36.326,"z","z",1,0.417,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",19,0.5,34854.1,399.46,169079,18361.3,7,14,13813.3,21040.8,2796.2,5592.4,1973.33,1502.91,22.55,22.55,496,991.9,66.31,81.84,0.202,0.266,399.46,399.46,"congruent",1,"congruent_largeR",1,38.283,"m","m",1,1.317,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",20,0.583,33836.4,419.34,175982,19596.4,12,7,8418.3,25418.1,2477.3,4425.7,701.52,3631.16,16.21,28.37,611.2,623.9,51.77,89.95,0.294,0.174,206.44,632.24,"incongruent",2,"incongruent_largeL",0,39.411,"z","z",1,0.649,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",21,0.5,81899.7,2055.14,196470.2,21287.8,4,8,55647.4,26252.3,12394.1,8094.1,13911.85,3281.54,62.81,35.89,789.3,902.1,133.09,91.41,0.223,0.308,3098.52,1011.76,"incongruent",2,"incongruent_largeR",1,41.292,"m","m",1,1.083,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block1","Block1",22,0.75,96773.9,1522.95,216245.2,23083.5,6,8,68407.7,28366.2,13776.9,5998.1,11401.28,3545.78,54.07,30.9,1019.2,776.5,147.56,95.02,0.201,0.211,2296.15,749.76,"incongruent",2,"incongruent_largeR",1,43.988,"m","m",1,2.041,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",23,0.75,158227.6,2188.6,30640.5,2321.7,8,6,96272.2,61955.4,17508.9,13131.6,12034.02,10325.9,52.79,52.79,1326.7,995,175.06,140.43,0.182,0.212,2188.61,2188.6,"congruent",1,"congruent_largeL",0,46.028,"z","z",1,1.4,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",24,0.5,186949.9,2332.52,72625.7,5403.4,12,6,128095.7,58854.2,27990.1,13995.1,10674.64,9809.03,54.5,54.5,2054.5,1027.2,201.93,136.87,0.219,0.238,2332.51,2332.52,"congruent",1,"congruent_largeL",0,48.29,"z","z",1,1.644,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",25,0.75,23454.9,343.61,77338.1,6311.6,8,6,10112.9,13342,2356.2,2356.2,1264.11,2223.67,19.36,22.36,486.7,421.5,56.74,65.17,0.233,0.177,294.52,392.7,"equated",3,"equated_largeL",0,50.967,"z","z",1,2.014,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",26,0.5,28013.6,550.37,82291.4,7060.1,6,3,19186.4,8827.2,3302.2,1651.1,3197.73,2942.4,26.47,26.47,499,249.5,78.15,53.01,0.172,0.187,550.37,550.37,"congruent",1,"congruent_largeL",0,52.601,"z","z",1,0.742,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",27,0.667,64016.2,713.37,95110.1,8787.4,12,8,24974.9,39041.3,4214.4,8604.3,2081.24,4880.16,21.15,37.01,797.2,930.1,89.16,111.48,0.169,0.22,351.2,1075.54,"incongruent",2,"incongruent_largeL",0,54.066,"z","z",1,0.729,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",28,0.5,92462.7,1182.01,116386.2,10981.2,12,6,62479.5,29983.2,14184.1,7092,5206.62,4997.2,38.79,38.79,1462.5,731.3,141.02,97.69,0.227,0.237,1182.01,1182,"congruent",1,"congruent_largeL",0,55.991,"z","z",1,1.345,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",29,0.667,104138.8,1536.59,137094.7,12882.4,6,9,76519.2,27619.6,13900.2,6808.3,12753.2,3068.84,54.31,31.04,1023.7,877.5,156.07,93.76,0.182,0.247,2316.7,756.48,"incongruent",2,"incongruent_largeR",1,57.907,"m","m",1,1.43,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",30,0.625,38044.4,553.72,144293.1,13966.8,8,5,22063.7,15980.7,4429.8,2768.6,2757.96,3196.14,26.55,26.55,667.3,417.1,83.8,71.32,0.201,0.173,553.72,553.72,"congruent",1,"congruent_largeL",0,59.798,"z","z",1,1.033,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",31,0.667,23738,526.18,149554.9,14780,4,6,12447.7,11290.3,2104.7,3157.1,3111.93,1881.72,25.88,25.88,325.3,487.9,62.95,59.95,0.169,0.28,526.18,526.18,"congruent",1,"congruent_largeR",1,62.881,"m","m",1,2.604,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",32,0.8,37795.8,815.36,156893.1,15691,5,4,19692.2,18103.6,4076.8,3261.4,3938.44,4525.9,32.22,32.22,506.1,404.9,79.17,75.91,0.207,0.18,815.36,815.35,"congruent",1,"congruent_largeL",0,64.638,"z","z",1,1.175,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",33,0.8,18903,530.14,161605.5,16419.9,5,4,7685,11218,2356.2,2356.2,1537,2804.5,24.49,27.39,384.8,344.1,49.46,59.76,0.307,0.21,471.24,589.05,"equated",3,"equated_largeL",0,66.602,"z","z",1,1.371,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",34,0.5,23085.6,252.45,166317.9,17519,7,14,9651.9,13433.7,2356.2,2356.2,1378.84,959.55,20.7,14.64,455.3,643.8,55.43,65.39,0.244,0.175,336.6,168.3,"equated",3,"equated_largeR",1,68.992,"m","m",1,1.724,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",35,0.714,53233.1,1213.65,179649.4,18883.8,7,5,22756.6,30476.5,4182.4,9149.1,3250.94,6095.3,27.58,48.27,606.6,758.2,85.11,98.49,0.184,0.3,597.49,1829.82,"incongruent",2,"incongruent_largeL",0,71.198,"z","z",1,1.368,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",36,0.5,60722.3,1013.64,194854,20576.7,5,10,27183.7,33538.6,5068.2,10136.4,5436.74,3353.86,35.92,35.92,564.3,1128.6,93.02,103.32,0.186,0.302,1013.64,1013.64,"congruent",1,"congruent_largeR",1,73.439,"m","m",1,1.556,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",37,0.714,83764.4,1584.49,213867.9,22270,5,7,44732.7,39031.7,7922.5,11091.4,8946.54,5575.96,44.92,44.92,705.5,987.8,119.33,111.46,0.177,0.284,1584.5,1584.49,"congruent",1,"congruent_largeR",1,74.904,"m","m",1,0.752,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block2","Block2",38,0.5,120950.6,1424.08,239501.3,24677.9,6,12,42263.3,78687.3,8544.5,17088.9,7043.88,6557.28,42.58,42.58,802.6,1605.3,115.99,158.26,0.202,0.217,1424.08,1424.08,"congruent",1,"congruent_largeR",1,76.371,"m","m",1,0.893,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",39,0.6,25868.9,314.16,4712.4,965.6,6,10,12729.5,13139.4,2356.2,2356.2,2121.58,1313.94,22.36,17.32,421.5,544.1,63.65,64.67,0.185,0.179,392.7,235.62,"equated",3,"equated_largeR",1,79.247,"m","m",1,2.115,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",40,0.5,41692.8,1229.75,12090.9,1711.4,2,4,14701.5,26991.3,2459.5,4919,7350.75,6747.82,39.57,39.57,248.6,497.2,68.41,92.69,0.167,0.182,1229.75,1229.75,"congruent",1,"congruent_largeR",1,82.325,"m","m",1,2.326,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",41,0.714,20345.5,354.9,16349.7,2512.8,5,7,7696.1,12649.4,1774.5,2484.3,1539.22,1807.06,21.26,21.26,333.9,467.5,49.49,63.45,0.231,0.196,354.9,354.9,"congruent",1,"congruent_largeR",1,83.613,"m","m",1,0.821,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",42,0.667,50852.3,563.34,26472.4,4047.7,12,8,17897.9,32954.4,3328,6794.7,1491.49,4119.3,18.79,32.88,708.4,826.5,75.48,102.42,0.186,0.206,277.33,849.34,"incongruent",2,"incongruent_largeL",0,84.898,"z","z",1,0.715,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",43,0.667,20956.9,631.15,32143,4860,4,6,13191.2,7765.7,3806.3,1864.3,3297.8,1294.28,34.81,19.89,437.4,374.9,64.8,49.72,0.289,0.24,951.58,310.72,"incongruent",2,"incongruent_largeR",1,86.292,"m","m",1,0.883,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",44,0.5,22506.7,353.43,36855.4,5788.9,5,10,9423.1,13083.6,2356.2,2356.2,1884.62,1308.36,24.49,17.32,384.8,544.1,54.77,64.53,0.25,0.18,471.24,235.62,"equated",3,"equated_largeR",1,89.445,"m","m",1,2.39,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",45,0.667,104392.4,2092.85,57783.9,7410.6,4,6,30269.9,74122.5,8371.4,12557.1,7567.48,12353.75,51.62,51.62,648.7,973,98.16,153.6,0.277,0.169,2092.85,2092.85,"congruent",1,"congruent_largeR",1,91.203,"m","m",1,0.994,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",46,0.75,199319.3,2827.31,94495.4,9857.3,6,8,136181.8,63137.5,25576.3,11135.2,22696.97,7892.19,73.67,42.1,1388.7,1058,208.2,141.76,0.188,0.176,4262.72,1391.9,"incongruent",2,"incongruent_largeR",1,92.175,"m","m",1,0.429,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",47,0.833,113181.3,2064.14,117201,11628.9,6,5,57750.6,55430.7,12384.9,10320.7,9625.1,11086.14,51.27,51.27,966.3,805.3,135.58,132.83,0.214,0.186,2064.15,2064.14,"congruent",1,"congruent_largeL",0,93.504,"z","z",1,0.921,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",48,0.75,149953.2,2637.73,151450.9,13992.1,8,6,31915.8,118037.4,10388.6,23861.3,3989.48,19672.9,40.66,71.16,1021.9,1341.3,100.79,193.84,0.326,0.202,1298.58,3976.88,"incongruent",2,"incongruent_largeL",0,95.238,"z","z",1,0.902,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",49,0.615,89472.3,1189.26,173406.6,16308.1,8,13,53612,35860.3,14344.4,7611.3,6701.5,2758.48,47.78,27.3,1200.9,1115.1,130.63,106.84,0.268,0.212,1793.05,585.48,"incongruent",2,"incongruent_largeR",1,97.495,"m","m",1,1.5,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",50,0.8,67096.4,2234.66,192384,17719.1,5,4,25775.3,41321.1,5500.7,13476.7,5155.06,10330.27,37.43,65.5,587.9,823.1,90.58,114.69,0.213,0.326,1100.14,3369.18,"incongruent",2,"incongruent_largeL",0,98.928,"z","z",1,0.751,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",51,0.583,20883.5,266.48,197096.4,18770.5,12,7,11092.4,9791.1,2356.2,2356.2,924.37,1398.73,15.81,20.7,596.1,455.3,59.42,55.83,0.212,0.241,196.35,336.6,"equated",3,"equated_largeL",0,100.689,"z","z",1,1.295,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",52,0.6,129599,2908.37,237724.1,21520.3,6,10,82919.8,46679.2,26309.6,14318.1,13819.97,4667.92,74.72,42.7,1408.4,1341.4,162.46,121.9,0.317,0.307,4384.93,1431.81,"incongruent",2,"incongruent_largeR",1,102.162,"m","m",1,0.869,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",53,0.5,57333.1,1184.74,252487.8,23125.5,10,5,26753.7,30579.4,5832.6,8931.1,2675.37,6115.88,27.25,47.69,856.1,749.1,92.28,98.66,0.218,0.292,583.26,1786.22,"incongruent",2,"incongruent_largeL",0,104.558,"z","z",1,1.882,"TESTSITE2_MNtest04_R_TESTsim0004","local"
"MNtest04",20,2,2020,6,78,"5-year-olds","TESTSITE2","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","5-year-olds","block3","Block3",54,0.667,103615.1,1045.44,271273.5,25216.5,8,12,68074.8,35540.3,12609.6,6176.1,8509.35,2961.69,44.8,25.6,1125.9,965.1,147.2,106.36,0.185,0.174,1576.2,514.68,"incongruent",2,"incongruent_largeR",1,106.587,"m","m",1,1.526,"TESTSITE2_MNtest04_R_TESTsim0004","local"
