"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",11,0.7,76940.2,942.44,96485.6,8277.1,10,7,50191.9,26748.3,9424.5,6597.1,5019.19,3821.19,34.64,34.64,1088.3,761.8,126.4,92.27,0.188,0.247,942.45,942.44,"congruent",1,"congruent_largeL",0,20.491,"z","z",1,1.124,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",12,0.75,21192.6,343.61,101198,9185.3,6,8,13281.9,7910.7,2356.2,2356.2,2213.65,988.84,22.36,19.36,421.5,486.7,65.02,50.18,0.177,0.298,392.7,294.52,"equated",3,"equated_largeR",1,21.534,"m","m",1,0.624,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",13,0.5,169664.3,2051.32,131967.8,11593.6,5,10,60818.2,108846.1,10256.6,20513.2,12163.64,10884.61,51.11,51.11,802.8,1605.5,139.14,186.14,0.169,0.188,2051.32,2051.32,"congruent",1,"congruent_largeR",1,23.002,"m","m",1,0.829,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",14,0.571,91175.6,2120.53,152063.9,13197.2,4,7,50197,40978.6,12788.4,7307.7,12549.25,5854.09,63.8,36.46,801.8,801.8,126.4,114.21,0.255,0.178,3197.1,1043.96,"incongruent",2,"incongruent_largeR",1,24.4,"m","z",0,0.915,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",15,0.6,34068.1,519.3,160372.7,14489.7,10,6,23546.3,10521.8,5193,3115.8,2354.63,1753.63,25.71,25.71,807.8,484.7,86.57,57.87,0.221,0.296,519.3,519.3,"congruent",1,"congruent_largeL",0,26.775,"z","z",1,1.754,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",16,0.667,15691.6,327.25,165085.1,15427.4,6,9,8496.5,7195.1,2356.2,2356.2,1416.08,799.46,22.36,18.26,421.5,516.2,52,47.86,0.277,0.327,392.7,261.8,"equated",3,"equated_largeR",1,28.818,"m","m",1,1.277,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",17,0.5,24927,353.43,169797.5,16356.3,10,5,13445.4,11481.6,2356.2,2356.2,1344.54,2296.32,17.32,24.49,544.1,384.8,65.42,60.45,0.175,0.205,235.62,471.24,"equated",3,"equated_largeL",0,31.495,"z","m",0,2.271,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",18,0.5,21211.6,353.43,174509.9,17285.2,5,10,13878.8,7332.8,2356.2,2356.2,2775.76,733.28,24.49,17.32,384.8,544.1,66.47,48.31,0.17,0.321,471.24,235.62,"equated",3,"equated_largeR",1,33.879,"m","m",1,1.695,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",19,0.75,22542.7,343.61,179222.3,18193.4,8,6,9592.1,12950.6,2356.2,2356.2,1199.01,2158.43,19.36,22.36,486.7,421.5,55.26,64.21,0.246,0.182,294.52,392.7,"equated",3,"equated_largeL",0,35.61,"z","z",1,1.029,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",20,0.667,14497.9,404.32,183265.6,18906.2,4,6,5322.1,9175.8,1617.3,2426,1330.53,1529.3,22.69,22.69,285.1,427.7,41.16,54.04,0.304,0.264,404.32,404.33,"congruent",1,"congruent_largeR",1,37.037,"m","m",1,0.575,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",21,0.778,97003.5,1391.84,204121.8,20878,9,7,35813.8,61189.7,6166.9,14689.3,3979.31,8741.39,29.54,51.69,835.1,1136.7,106.77,139.56,0.172,0.24,685.21,2098.47,"incongruent",2,"incongruent_largeL",0,39.003,"z","z",1,1.148,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block1","Block1",22,0.714,22748.2,403.92,208834.2,21718.1,7,5,12369.4,10378.8,2356.2,2356.2,1767.06,2075.76,20.7,24.49,455.3,384.8,62.75,57.48,0.19,0.227,336.6,471.24,"equated",3,"equated_largeL",0,40.768,"z","z",1,0.895,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",23,0.714,46707.6,1105.33,12141.6,1302.5,7,5,21060,25647.6,3809.1,8332.5,3008.57,5129.52,26.32,46.06,578.9,723.6,81.88,90.35,0.181,0.325,544.16,1666.5,"incongruent",2,"incongruent_largeL",0,42.149,"z","z",1,0.853,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",24,0.8,70380.6,870.57,26928,3063.8,8,10,57123.2,13257.4,10500.5,4285.9,7140.4,1325.74,40.88,23.36,1027.4,733.9,134.84,64.96,0.184,0.323,1312.56,428.59,"incongruent",2,"incongruent_largeR",1,44.66,"m","m",1,1.81,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",25,0.714,28258.2,559.11,33069.6,3990.1,7,5,5867.8,22390.4,1926.8,4214.8,838.26,4478.08,18.72,32.76,411.7,514.6,43.22,84.42,0.328,0.188,275.26,842.96,"incongruent",2,"incongruent_largeL",0,46.916,"z","z",1,1.597,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",26,0.778,60303.6,1290.63,52409.2,5888.9,7,9,40985.8,19317.8,13621.1,5718.5,5855.11,2146.42,49.78,28.44,1094.6,804.2,114.22,78.42,0.332,0.296,1945.87,635.39,"incongruent",2,"incongruent_largeR",1,49.275,"m","m",1,1.563,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",27,0.6,187859.6,2353.92,90071.8,8640.7,10,6,134003.4,53856.2,23539.1,14123.5,13400.34,8976.03,54.75,54.75,1719.9,1031.9,206.53,130.93,0.176,0.262,2353.91,2353.92,"congruent",1,"congruent_largeL",0,51.709,"z","z",1,1.854,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",28,0.5,19016.2,294.52,94784.2,9658.3,6,12,9356.9,9659.3,2356.2,2356.2,1559.48,804.94,22.36,15.81,421.5,596.1,54.57,55.45,0.252,0.244,392.7,196.35,"equated",3,"equated_largeR",1,55.241,"m","m",1,2.687,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",29,0.75,34933.6,1000.62,101788.6,10443.2,4,3,19425.9,15507.7,4002.5,3001.9,4856.48,5169.23,35.69,35.69,448.5,336.4,78.63,70.26,0.206,0.194,1000.62,1000.63,"congruent",1,"congruent_largeL",0,57.821,"z","m",0,1.773,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",30,0.833,23554.2,431.97,106501,11249.5,5,6,9776.6,13777.6,2356.2,2356.2,1955.32,2296.27,24.49,22.36,384.8,421.5,55.79,66.22,0.241,0.171,471.24,392.7,"equated",3,"equated_largeR",1,59.811,"m","m",1,1.384,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",31,0.727,22057.7,254.36,111213.4,12306.9,8,11,12348.1,9709.6,2356.2,2356.2,1543.51,882.69,19.36,16.51,486.7,570.7,62.69,55.59,0.191,0.243,294.52,214.2,"equated",3,"equated_largeR",1,61.737,"m","m",1,1.161,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",32,0.5,20101.1,441.78,115925.8,13137.7,4,8,8331.7,11769.4,2356.2,2356.2,2082.93,1471.17,27.39,19.36,344.1,486.7,51.5,61.21,0.283,0.2,589.05,294.52,"equated",3,"equated_largeR",1,64.138,"m","m",1,1.636,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",33,0.714,49255.7,743.98,124853.5,14298,7,5,30578.2,18677.5,5207.8,3719.9,4368.31,3735.5,30.78,30.78,676.8,483.5,98.66,77.11,0.17,0.199,743.97,743.98,"congruent",1,"congruent_largeL",0,65.964,"z","z",1,1.258,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",34,0.667,8924.1,452.91,126888.1,14642.1,3,2,2543.5,6380.6,668.9,1365.7,847.83,3190.3,16.85,29.49,158.8,185.3,28.45,45.07,0.263,0.214,222.97,682.85,"incongruent",2,"incongruent_largeL",0,67.624,"z","m",0,0.907,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",35,0.667,14772.6,555,129663.1,15059.6,3,2,8291.8,6480.8,1665,1110,2763.93,3240.4,26.58,26.58,250.5,167,51.37,45.42,0.201,0.171,555,555,"congruent",1,"congruent_largeL",0,69.336,"z","z",1,0.889,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",36,0.8,110077.3,2497.28,150870.8,16551.2,4,5,76507.6,33569.7,15060.5,6147.2,19126.9,6713.94,69.24,39.56,870.1,621.5,156.05,103.37,0.197,0.183,3765.12,1229.44,"incongruent",2,"incongruent_largeR",1,70.82,"m","z",0,0.646,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",37,0.667,23050.8,324.92,155744.5,17509.7,9,6,15690.3,7360.5,2924.2,1949.5,1743.37,1226.75,20.34,20.34,575.1,383.4,70.67,48.4,0.186,0.265,324.91,324.92,"congruent",1,"congruent_largeL",0,72.307,"z","m",0,1.055,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block2","Block2",38,0.5,51357.6,1284.23,165346.6,18512.5,3,6,30271.6,21086,5808.7,3793.4,10090.53,3514.33,49.65,28.37,468,534.8,98.16,81.93,0.192,0.18,1936.23,632.23,"incongruent",2,"incongruent_largeR",1,73.879,"m","m",1,0.856,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",39,0.6,17038.2,314.16,4712.4,965.6,6,10,7306.8,9731.4,2356.2,2356.2,1217.8,973.14,22.36,17.32,421.5,544.1,48.23,55.66,0.322,0.242,392.7,235.62,"equated",3,"equated_largeR",1,76.434,"m","m",1,1.662,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",40,0.667,149810.3,1963.35,31172.2,3114.7,9,6,51167.9,98642.4,8699.1,17760.7,5685.32,16440.4,35.08,61.39,991.9,1157.2,127.62,177.2,0.17,0.18,966.57,2960.12,"incongruent",2,"incongruent_largeL",0,78.913,"z","m",0,1.699,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",41,0.5,23104,353.43,35884.6,4043.6,5,10,11129.7,11974.3,2356.2,2356.2,2225.94,1197.43,24.49,17.32,384.8,544.1,59.52,61.74,0.212,0.197,471.24,235.62,"equated",3,"equated_largeR",1,80.452,"m","m",1,1.026,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",42,0.75,17211.1,687.22,40597,4685.7,3,4,9797.8,7413.3,2356.2,2356.2,3265.93,1853.33,31.62,27.39,298,344.1,55.85,48.58,0.24,0.318,785.4,589.05,"equated",3,"equated_largeR",1,82.731,"m","m",1,1.689,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",43,0.714,133371.7,2841.53,71810.2,6773.9,5,7,80206,53165.7,21420.8,9792.4,16041.2,7595.1,73.86,42.2,1160.1,928.1,159.78,130.09,0.267,0.184,4284.16,1398.91,"incongruent",2,"incongruent_largeR",1,84.371,"m","m",1,1.035,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",44,0.75,66160.3,2388.28,87315.6,7898.3,3,4,38281.3,27879,10802.3,4703.1,12760.43,6969.75,67.71,38.69,638.2,486.2,110.39,94.2,0.282,0.169,3600.77,1175.78,"incongruent",2,"incongruent_largeR",1,85.538,"m","z",0,0.692,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",45,0.714,20034.8,403.92,92028,8738.4,5,7,8970.4,11064.4,2356.2,2356.2,1794.08,1580.63,24.49,20.7,384.8,455.3,53.44,59.35,0.263,0.213,471.24,336.6,"equated",3,"equated_largeR",1,87.692,"m","m",1,1.28,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",46,0.75,20928.8,687.22,96740.4,9380.5,3,4,7368.4,13560.4,2356.2,2356.2,2456.13,3390.1,31.62,27.39,298,344.1,48.43,65.7,0.32,0.174,785.4,589.05,"equated",3,"equated_largeR",1,88.756,"m","z",0,0.633,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",47,0.833,40206.6,766.34,105170.1,10460,6,5,18897.1,21309.5,4598,3831.7,3149.52,4261.9,31.24,31.24,588.8,490.7,77.56,82.36,0.243,0.18,766.33,766.34,"congruent",1,"congruent_largeL",0,92.155,"z","z",1,2.801,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",48,0.5,27221.4,1309.85,111699.2,11135.2,4,2,12076.1,15145.3,2579.4,3949.7,3019.02,7572.65,28.65,50.14,360.1,315.1,62,69.43,0.214,0.261,644.85,1974.85,"incongruent",2,"incongruent_largeL",0,94.887,"z","z",1,1.964,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",49,0.6,23474.6,628.32,116411.6,11818,5,3,11825.8,11648.8,2356.2,2356.2,2365.16,3882.93,24.49,31.62,384.8,298,61.35,60.89,0.199,0.202,471.24,785.4,"equated",3,"equated_largeL",0,96.254,"z","z",1,0.917,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",50,0.727,18036.6,254.36,121124,12875.4,8,11,7852.4,10184.2,2356.2,2356.2,981.55,925.84,19.36,16.51,486.7,570.7,49.99,56.94,0.3,0.231,294.52,214.2,"equated",3,"equated_largeR",1,98.176,"m","m",1,1.254,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",51,0.75,15016.9,343.61,125836.4,13783.6,6,8,7669,7347.9,2356.2,2356.2,1278.17,918.49,22.36,19.36,421.5,486.7,49.41,48.36,0.307,0.321,392.7,294.52,"equated",3,"equated_largeR",1,99.879,"m","m",1,1.222,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",52,0.6,29531.2,447.92,133003.1,14984.1,10,6,15446.4,14084.8,4479.2,2687.5,1544.64,2347.47,23.88,23.88,750.3,450.2,70.12,66.96,0.29,0.191,447.92,447.92,"congruent",1,"congruent_largeL",0,101.942,"z","m",0,1.415,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",53,0.778,25913.4,367.42,138881.8,16071.2,7,9,9099.8,16813.6,2571.9,3306.8,1299.97,1868.18,21.63,21.63,475.6,611.5,53.82,73.16,0.283,0.197,367.41,367.42,"congruent",1,"congruent_largeR",1,103.666,"m","m",1,1.087,"TESTSITE1_MNtest02_R_TESTsim0002","local"
"MNtest02",15,3,2022,4,53,"4-year-olds","TESTSITE1","English","No","2026-09-13","amstask","2023.2.3","dot_array_v1","4-year-olds","block3","Block3",54,0.778,27156.8,319.16,143988.3,17084.5,9,7,14883.1,12273.7,2872.4,2234.1,1653.68,1753.39,20.16,20.16,570,443.3,68.83,62.5,0.193,0.182,319.16,319.16,"congruent",1,"congruent_largeL",0,105.614,"z","z",1,1.093,"TESTSITE1_MNtest02_R_TESTsim0002","local"
